reading_id,sensor_id,ts,value
50,1,2024-04-03 01:00:00,9.47
51,1,2024-04-03 02:00:00,10.71
52,1,2024-04-03 03:00:00,8.83
53,1,2024-04-03 04:00:00,10.24
54,1,2024-04-03 05:00:00,14.27
55,1,2024-04-03 06:00:00,15.04
56,1,2024-04-03 07:00:00,14.64
57,1,2024-04-03 08:00:00,11.72
58,1,2024-04-03 09:00:00,14.42
59,1,2024-04-03 10:00:00,16.56
60,1,2024-04-03 11:00:00,14.97
61,1,2024-04-03 12:00:00,14.14
62,1,2024-04-03 13:00:00,13.64
63,1,2024-04-03 14:00:00,13.6
64,1,2024-04-03 15:00:00,12.93
65,1,2024-04-03 16:00:00,12.72
66,1,2024-04-03 17:00:00,15.68
67,1,2024-04-03 18:00:00,10.08
68,1,2024-04-03 19:00:00,13.2
69,1,2024-04-03 20:00:00,11.2
70,1,2024-04-03 21:00:00,9.79
71,1,2024-04-03 22:00:00,6.9
72,1,2024-04-03 23:00:00,7.43
73,1,2024-04-04 00:00:00,13.14
74,1,2024-04-04 01:00:00,8.76
75,1,2024-04-04 02:00:00,10.17
76,1,2024-04-04 03:00:00,11.05
77,1,2024-04-04 04:00:00,12.73
78,1,2024-04-04 05:00:00,10.5
79,1,2024-04-04 06:00:00,10.54
80,1,2024-04-04 07:00:00,12.79
81,1,2024-04-04 08:00:00,13.17
82,1,2024-04-04 09:00:00,16.44
83,1,2024-04-04 10:00:00,15.57
84,1,2024-04-04 11:00:00,16.05
85,1,2024-04-04 12:00:00,15.95
86,1,2024-04-04 13:00:00,18.43
87,1,2024-04-04 14:00:00,13.82
88,1,2024-04-04 15:00:00,13.4
89,1,2024-04-04 16:00:00,15.92
90,1,2024-04-04 17:00:00,12.68
91,1,2024-04-04 18:00:00,12.87
92,1,2024-04-04 19:00:00,9.32
93,1,2024-04-04 20:00:00,10.26
94,1,2024-04-04 21:00:00,10.49
95,1,2024-04-04 22:00:00,5.7
96,1,2024-04-04 23:00:00,6.85
97,1,2024-04-05 00:00:00,9.42
98,1,2024-04-05 01:00:00,13.92
99,1,2024-04-05 02:00:00,9.99
100,1,2024-04-05 03:00:00,9.31
101,1,2024-04-05 04:00:00,8.17
102,1,2024-04-05 05:00:00,12.01
103,1,2024-04-05 06:00:00,6.0
104,1,2024-04-05 07:00:00,12.81
105,1,2024-04-05 08:00:00,13.01
106,1,2024-04-05 09:00:00,13.3
107,1,2024-04-05 10:00:00,20.69
108,1,2024-04-05 11:00:00,9.54
109,1,2024-04-05 12:00:00,15.55
110,1,2024-04-05 13:00:00,15.64
111,1,2024-04-05 14:00:00,16.24
112,1,2024-04-05 15:00:00,10.7
113,1,2024-04-05 16:00:00,12.68
114,1,2024-04-05 17:00:00,9.34
115,1,2024-04-05 18:00:00,11.69
116,1,2024-04-05 19:00:00,11.54
117,1,2024-04-05 20:00:00,10.59
118,1,2024-04-05 21:00:00,8.98
119,1,2024-04-05 22:00:00,9.33
120,1,2024-04-05 23:00:00,8.95
121,1,2024-04-06 00:00:00,9.37
122,1,2024-04-06 01:00:00,8.58
123,1,2024-04-06 02:00:00,4.6
124,1,2024-04-06 03:00:00,7.5
125,1,2024-04-06 04:00:00,11.03
126,1,2024-04-06 05:00:00,8.88
127,1,2024-04-06 06:00:00,10.08
128,1,2024-04-06 07:00:00,13.2
129,1,2024-04-06 08:00:00,13.69
130,1,2024-04-06 09:00:00,16.69
131,1,2024-04-06 10:00:00,16.35
132,1,2024-04-06 11:00:00,14.43
133,1,2024-04-06 12:00:00,15.87
134,1,2024-04-06 13:00:00,8.62
135,1,2024-04-06 14:00:00,13.2
136,1,2024-04-06 15:00:00,14.19
137,1,2024-04-06 16:00:00,8.07
138,1,2024-04-06 17:00:00,12.16
139,1,2024-04-06 18:00:00,12.6
140,1,2024-04-06 19:00:00,13.55
141,1,2024-04-06 20:00:00,11.17
142,1,2024-04-06 21:00:00,13.98
143,1,2024-04-06 22:00:00,12.55
144,1,2024-04-06 23:00:00,4.6
145,1,2024-04-07 00:00:00,7.86
146,1,2024-04-07 01:00:00,8.15
147,1,2024-04-07 02:00:00,9.1
148,1,2024-04-07 03:00:00,8.08
149,1,2024-04-07 04:00:00,11.66
150,1,2024-04-07 05:00:00,12.86
151,1,2024-04-07 06:00:00,8.34
152,1,2024-04-07 07:00:00,15.2
153,1,2024-04-07 08:00:00,12.25
154,1,2024-04-07 09:00:00,17.08
155,1,2024-04-07 10:00:00,16.47
156,1,2024-04-07 11:00:00,15.16
157,1,2024-04-07 12:00:00,20.37
158,1,2024-04-07 13:00:00,17.61
159,1,2024-04-07 14:00:00,15.2
160,1,2024-04-07 15:00:00,15.14
161,1,2024-04-07 16:00:00,19.6
162,1,2024-04-07 17:00:00,16.33
163,1,2024-04-07 18:00:00,14.28
164,1,2024-04-07 19:00:00,11.58
165,1,2024-04-07 20:00:00,11.55
166,1,2024-04-07 21:00:00,9.81
167,1,2024-04-07 22:00:00,5.22
168,1,2024-04-07 23:00:00,10.65
169,1,2024-04-08 00:00:00,9.4
170,1,2024-04-08 01:00:00,5.28
171,1,2024-04-08 02:00:00,7.34
172,1,2024-04-08 03:00:00,8.86
173,1,2024-04-08 04:00:00,10.98
174,1,2024-04-08 05:00:00,15.22
175,1,2024-04-08 06:00:00,12.04
176,1,2024-04-08 07:00:00,8.27
177,1,2024-04-08 08:00:00,15.36
178,1,2024-04-08 09:00:00,14.14
179,1,2024-04-08 10:00:00,10.94
180,1,2024-04-08 11:00:00,10.0
181,1,2024-04-08 12:00:00,13.05
182,1,2024-04-08 13:00:00,16.39
183,1,2024-04-08 14:00:00,13.3
184,1,2024-04-08 15:00:00,15.98
185,1,2024-04-08 16:00:00,13.13
186,1,2024-04-08 17:00:00,13.37
187,1,2024-04-08 18:00:00,13.69
188,1,2024-04-08 19:00:00,12.46
189,1,2024-04-08 20:00:00,7.67
190,1,2024-04-08 21:00:00,14.08
191,1,2024-04-08 22:00:00,4.14
192,1,2024-04-08 23:00:00,8.07
193,1,2024-04-09 00:00:00,5.95
194,1,2024-04-09 01:00:00,11.38
195,1,2024-04-09 02:00:00,5.74
196,1,2024-04-09 03:00:00,6.97
197,1,2024-04-09 04:00:00,7.47
198,1,2024-04-09 05:00:00,7.76
199,1,2024-04-09 06:00:00,10.63
200,1,2024-04-09 07:00:00,13.36
201,1,2024-04-09 08:00:00,11.47
202,1,2024-04-09 09:00:00,10.48
203,1,2024-04-09 10:00:00,14.44
204,1,2024-04-09 11:00:00,15.37
205,1,2024-04-09 12:00:00,17.27
206,1,2024-04-09 13:00:00,13.5
207,1,2024-04-09 14:00:00,14.63
208,1,2024-04-09 15:00:00,16.69
209,1,2024-04-09 16:00:00,11.38
210,1,2024-04-09 17:00:00,12.67
211,1,2024-04-09 18:00:00,11.1
212,1,2024-04-09 19:00:00,7.57
213,1,2024-04-09 20:00:00,9.89
214,1,2024-04-09 21:00:00,12.12
215,1,2024-04-09 22:00:00,14.24
216,1,2024-04-09 23:00:00,5.03
217,1,2024-04-10 00:00:00,10.61
218,1,2024-04-10 01:00:00,11.17
219,1,2024-04-10 02:00:00,11.78
220,1,2024-04-10 03:00:00,8.39
221,1,2024-04-10 04:00:00,10.93
222,1,2024-04-10 05:00:00,9.58
223,1,2024-04-10 06:00:00,13.33
224,1,2024-04-10 07:00:00,15.79
225,1,2024-04-10 08:00:00,13.19
226,1,2024-04-10 09:00:00,15.06
227,1,2024-04-10 10:00:00,17.16
228,1,2024-04-10 11:00:00,17.18
229,1,2024-04-10 12:00:00,13.99
230,1,2024-04-10 13:00:00,18.75
231,1,2024-04-10 14:00:00,16.26
232,1,2024-04-10 15:00:00,14.9
233,1,2024-04-10 16:00:00,13.88
234,1,2024-04-10 17:00:00,14.59
235,1,2024-04-10 18:00:00,14.45
236,1,2024-04-10 19:00:00,8.01
237,1,2024-04-10 20:00:00,8.1
238,1,2024-04-10 21:00:00,5.3
239,1,2024-04-10 22:00:00,9.94
240,1,2024-04-10 23:00:00,9.44
241,1,2024-04-11 00:00:00,7.56
242,1,2024-04-11 01:00:00,5.89
243,1,2024-04-11 02:00:00,12.02
244,1,2024-04-11 03:00:00,13.29
245,1,2024-04-11 04:00:00,13.99
246,1,2024-04-11 05:00:00,11.19
247,1,2024-04-11 06:00:00,12.33
248,1,2024-04-11 07:00:00,13.26
249,1,2024-04-11 08:00:00,13.47
250,1,2024-04-11 09:00:00,11.6
251,1,2024-04-11 10:00:00,13.66
252,1,2024-04-11 11:00:00,17.43
253,1,2024-04-11 12:00:00,15.59
254,1,2024-04-11 13:00:00,14.33
255,1,2024-04-11 14:00:00,14.51
256,1,2024-04-11 15:00:00,18.74
257,1,2024-04-11 16:00:00,17.37
258,1,2024-04-11 17:00:00,15.58
259,1,2024-04-11 18:00:00,12.42
260,1,2024-04-11 19:00:00,8.16
261,1,2024-04-11 20:00:00,10.67
262,1,2024-04-11 21:00:00,8.68
263,1,2024-04-11 22:00:00,10.37
264,1,2024-04-11 23:00:00,10.98
265,1,2024-04-12 00:00:00,6.76
266,1,2024-04-12 01:00:00,11.69
267,1,2024-04-12 02:00:00,9.02
268,1,2024-04-12 03:00:00,9.67
269,1,2024-04-12 04:00:00,8.86
270,1,2024-04-12 05:00:00,10.62
271,1,2024-04-12 06:00:00,12.22
272,1,2024-04-12 07:00:00,12.45
273,1,2024-04-12 08:00:00,13.04
274,1,2024-04-12 09:00:00,13.6
275,1,2024-04-12 10:00:00,20.01
276,1,2024-04-12 11:00:00,14.98
277,1,2024-04-12 12:00:00,17.41
278,1,2024-04-12 13:00:00,15.66
279,1,2024-04-12 14:00:00,8.11
280,1,2024-04-12 15:00:00,22.04
281,1,2024-04-12 16:00:00,13.8
282,1,2024-04-12 17:00:00,11.61
283,1,2024-04-12 18:00:00,15.16
284,1,2024-04-12 19:00:00,14.63
285,1,2024-04-12 20:00:00,8.83
286,1,2024-04-12 21:00:00,7.46
287,1,2024-04-12 22:00:00,6.75
288,1,2024-04-12 23:00:00,9.36
289,1,2024-04-13 00:00:00,8.79
290,1,2024-04-13 01:00:00,10.4
291,1,2024-04-13 02:00:00,8.61
292,1,2024-04-13 03:00:00,8.22
293,1,2024-04-13 04:00:00,10.49
294,1,2024-04-13 05:00:00,9.7
295,1,2024-04-13 06:00:00,13.58
296,1,2024-04-13 07:00:00,13.93
297,1,2024-04-13 08:00:00,15.13
298,1,2024-04-13 09:00:00,15.63
299,1,2024-04-13 10:00:00,14.11
300,1,2024-04-13 11:00:00,11.34
301,1,2024-04-13 12:00:00,18.64
302,1,2024-04-13 13:00:00,18.08
303,1,2024-04-13 14:00:00,13.33
304,1,2024-04-13 15:00:00,16.7
305,1,2024-04-13 16:00:00,14.17
306,1,2024-04-13 17:00:00,12.76
307,1,2024-04-13 18:00:00,11.98
308,1,2024-04-13 19:00:00,9.07
309,1,2024-04-13 20:00:00,9.89
310,1,2024-04-13 21:00:00,9.58
311,1,2024-04-13 22:00:00,9.37
312,1,2024-04-13 23:00:00,7.02
313,1,2024-04-14 00:00:00,9.32
314,1,2024-04-14 01:00:00,7.12
315,1,2024-04-14 02:00:00,7.67
316,1,2024-04-14 03:00:00,9.64
317,1,2024-04-14 04:00:00,9.09
318,1,2024-04-14 05:00:00,8.59
319,1,2024-04-14 06:00:00,10.73
320,1,2024-04-14 07:00:00,11.24
321,1,2024-04-14 08:00:00,14.1
322,1,2024-04-14 09:00:00,16.16
323,1,2024-04-14 10:00:00,16.51
324,1,2024-04-14 11:00:00,13.85
325,1,2024-04-14 12:00:00,14.73
326,1,2024-04-14 13:00:00,16.1
327,1,2024-04-14 14:00:00,11.21
328,1,2024-04-14 15:00:00,16.58
329,1,2024-04-14 16:00:00,16.71
330,1,2024-04-14 17:00:00,14.57
331,1,2024-04-14 18:00:00,6.74
332,1,2024-04-14 19:00:00,11.69
333,1,2024-04-14 20:00:00,5.73
334,1,2024-04-14 21:00:00,11.65
335,1,2024-04-14 22:00:00,3.63
336,1,2024-04-14 23:00:00,5.09
337,1,2024-04-15 00:00:00,9.23
338,1,2024-04-15 01:00:00,5.06
339,1,2024-04-15 02:00:00,2.22
340,1,2024-04-15 03:00:00,6.81
341,1,2024-04-15 04:00:00,11.22
342,1,2024-04-15 05:00:00,8.18
343,1,2024-04-15 06:00:00,9.32
344,1,2024-04-15 07:00:00,13.31
345,1,2024-04-15 08:00:00,13.75
346,1,2024-04-15 09:00:00,17.49
347,1,2024-04-15 10:00:00,17.13
348,1,2024-04-15 11:00:00,14.62
349,1,2024-04-15 12:00:00,13.85
350,1,2024-04-15 13:00:00,18.02
351,1,2024-04-15 14:00:00,13.44
352,1,2024-04-15 15:00:00,11.86
353,1,2024-04-15 16:00:00,14.88
354,1,2024-04-15 17:00:00,11.43
355,1,2024-04-15 18:00:00,8.22
356,1,2024-04-15 19:00:00,12.51
357,1,2024-04-15 20:00:00,12.33
358,1,2024-04-15 21:00:00,6.53
359,1,2024-04-15 22:00:00,7.96
360,1,2024-04-15 23:00:00,7.34
361,1,2024-04-16 00:00:00,7.97
362,1,2024-04-16 01:00:00,7.42
363,1,2024-04-16 02:00:00,5.23
364,1,2024-04-16 03:00:00,9.51
365,1,2024-04-16 04:00:00,9.38
366,1,2024-04-16 05:00:00,11.37
367,1,2024-04-16 06:00:00,13.58
368,1,2024-04-16 07:00:00,14.88
369,1,2024-04-16 08:00:00,14.81
370,1,2024-04-16 09:00:00,8.2
371,1,2024-04-16 10:00:00,12.61
372,1,2024-04-16 11:00:00,15.68
373,1,2024-04-16 12:00:00,17.57
374,1,2024-04-16 13:00:00,12.99
375,1,2024-04-16 14:00:00,13.22
376,1,2024-04-16 15:00:00,18.69
377,1,2024-04-16 16:00:00,7.65
378,1,2024-04-16 17:00:00,12.11
379,1,2024-04-16 18:00:00,10.36
380,1,2024-04-16 19:00:00,10.06
381,1,2024-04-16 20:00:00,9.32
382,1,2024-04-16 21:00:00,10.99
383,1,2024-04-16 22:00:00,11.17
384,1,2024-04-16 23:00:00,15.94
385,1,2024-04-17 00:00:00,12.72
386,1,2024-04-17 01:00:00,8.39
387,1,2024-04-17 02:00:00,9.5
388,1,2024-04-17 03:00:00,12.0
389,1,2024-04-17 04:00:00,16.65
390,1,2024-04-17 05:00:00,10.64
391,1,2024-04-17 06:00:00,12.99
392,1,2024-04-17 07:00:00,12.52
393,1,2024-04-17 08:00:00,16.69
394,1,2024-04-17 09:00:00,11.29
395,1,2024-04-17 10:00:00,15.5
396,1,2024-04-17 11:00:00,12.31
397,1,2024-04-17 12:00:00,16.29
398,1,2024-04-17 13:00:00,17.44
399,1,2024-04-17 14:00:00,14.18
400,1,2024-04-17 15:00:00,14.01
401,1,2024-04-17 16:00:00,16.57
402,1,2024-04-17 17:00:00,12.71
403,1,2024-04-17 18:00:00,13.39
404,1,2024-04-17 19:00:00,10.52
405,1,2024-04-17 20:00:00,7.98
406,1,2024-04-17 21:00:00,8.48
407,1,2024-04-17 22:00:00,13.97
408,1,2024-04-17 23:00:00,7.87
409,1,2024-04-18 00:00:00,8.57
410,1,2024-04-18 01:00:00,11.45
411,1,2024-04-18 02:00:00,9.82
412,1,2024-04-18 03:00:00,10.8
413,1,2024-04-18 04:00:00,15.78
414,1,2024-04-18 05:00:00,13.34
415,1,2024-04-18 06:00:00,10.11
416,1,2024-04-18 07:00:00,14.63
417,1,2024-04-18 08:00:00,12.42
418,1,2024-04-18 09:00:00,13.76
419,1,2024-04-18 10:00:00,17.75
420,1,2024-04-18 11:00:00,15.69
421,1,2024-04-18 12:00:00,14.94
422,1,2024-04-18 13:00:00,14.16
423,1,2024-04-18 14:00:00,15.51
424,1,2024-04-18 15:00:00,13.93
425,1,2024-04-18 16:00:00,16.18
426,1,2024-04-18 17:00:00,13.46
427,1,2024-04-18 18:00:00,11.67
428,1,2024-04-18 19:00:00,18.53
429,1,2024-04-18 20:00:00,11.01
430,1,2024-04-18 21:00:00,7.75
431,1,2024-04-18 22:00:00,5.94
432,1,2024-04-18 23:00:00,5.84
433,1,2024-04-19 00:00:00,5.14
434,1,2024-04-19 01:00:00,8.33
435,1,2024-04-19 02:00:00,8.84
436,1,2024-04-19 03:00:00,10.91
437,1,2024-04-19 04:00:00,7.78
438,1,2024-04-19 05:00:00,9.95
439,1,2024-04-19 06:00:00,10.62
440,1,2024-04-19 07:00:00,16.9
441,1,2024-04-19 08:00:00,14.15
442,1,2024-04-19 09:00:00,15.61
443,1,2024-04-19 10:00:00,17.81
444,1,2024-04-19 11:00:00,16.04
445,1,2024-04-19 12:00:00,15.47
446,1,2024-04-19 13:00:00,14.45
447,1,2024-04-19 14:00:00,14.42
448,1,2024-04-19 15:00:00,14.46
449,1,2024-04-19 16:00:00,13.24
450,1,2024-04-19 17:00:00,12.38
451,1,2024-04-19 18:00:00,16.59
452,1,2024-04-19 19:00:00,7.88
453,1,2024-04-19 20:00:00,5.26
454,1,2024-04-19 21:00:00,10.37
455,1,2024-04-19 22:00:00,12.2
456,1,2024-04-19 23:00:00,7.89
457,1,2024-04-20 00:00:00,10.42
458,1,2024-04-20 01:00:00,12.51
459,1,2024-04-20 02:00:00,8.35
460,1,2024-04-20 03:00:00,9.98
461,1,2024-04-20 04:00:00,8.25
462,1,2024-04-20 05:00:00,9.56
463,1,2024-04-20 06:00:00,11.05
464,1,2024-04-20 07:00:00,14.72
465,1,2024-04-20 08:00:00,17.4
466,1,2024-04-20 09:00:00,16.23
467,1,2024-04-20 10:00:00,13.07
468,1,2024-04-20 11:00:00,13.63
469,1,2024-04-20 12:00:00,14.75
470,1,2024-04-20 13:00:00,15.54
471,1,2024-04-20 14:00:00,16.56
472,1,2024-04-20 15:00:00,11.0
473,1,2024-04-20 16:00:00,11.33
474,1,2024-04-20 17:00:00,17.27
475,1,2024-04-20 18:00:00,13.18
476,1,2024-04-20 19:00:00,12.13
477,1,2024-04-20 20:00:00,6.92
478,1,2024-04-20 21:00:00,11.99
479,1,2024-04-20 22:00:00,10.27
480,1,2024-04-20 23:00:00,5.1
481,1,2024-04-21 00:00:00,5.53
482,1,2024-04-21 01:00:00,10.13
483,1,2024-04-21 02:00:00,5.81
484,1,2024-04-21 03:00:00,10.99
485,1,2024-04-21 04:00:00,9.01
486,1,2024-04-21 05:00:00,12.76
487,1,2024-04-21 06:00:00,14.29
488,1,2024-04-21 07:00:00,17.49
489,1,2024-04-21 08:00:00,9.66
490,1,2024-04-21 09:00:00,11.12
491,1,2024-04-21 10:00:00,14.96
492,1,2024-04-21 11:00:00,19.63
493,1,2024-04-21 12:00:00,16.92
494,1,2024-04-21 13:00:00,12.3
495,1,2024-04-21 14:00:00,17.39
496,1,2024-04-21 15:00:00,14.45
497,1,2024-04-21 16:00:00,16.98
498,1,2024-04-21 17:00:00,10.22
499,1,2024-04-21 18:00:00,14.31
500,1,2024-04-21 19:00:00,14.48
501,1,2024-04-21 20:00:00,7.9
502,1,2024-04-21 21:00:00,9.88
503,1,2024-04-21 22:00:00,10.04
504,1,2024-04-21 23:00:00,9.1
505,1,2024-04-22 00:00:00,6.41
506,1,2024-04-22 01:00:00,11.06
507,1,2024-04-22 02:00:00,6.78
508,1,2024-04-22 03:00:00,9.77
509,1,2024-04-22 04:00:00,11.49
510,1,2024-04-22 05:00:00,12.04
511,1,2024-04-22 06:00:00,13.54
512,1,2024-04-22 07:00:00,8.66
513,1,2024-04-22 08:00:00,8.42
514,1,2024-04-22 09:00:00,15.17
515,1,2024-04-22 10:00:00,16.01
516,1,2024-04-22 11:00:00,18.92
517,1,2024-04-22 12:00:00,15.12
518,1,2024-04-22 13:00:00,15.15
519,1,2024-04-22 14:00:00,11.59
520,1,2024-04-22 15:00:00,15.56
521,1,2024-04-22 16:00:00,17.31
522,1,2024-04-22 17:00:00,12.03
523,1,2024-04-22 18:00:00,13.18
524,1,2024-04-22 19:00:00,13.99
525,1,2024-04-22 20:00:00,13.11
526,1,2024-04-22 21:00:00,11.77
527,1,2024-04-22 22:00:00,11.42
528,1,2024-04-22 23:00:00,0.48
529,1,2024-04-23 00:00:00,3.98
530,1,2024-04-23 01:00:00,9.48
531,1,2024-04-23 02:00:00,4.9
532,1,2024-04-23 03:00:00,11.86
533,1,2024-04-23 04:00:00,8.89
534,1,2024-04-23 05:00:00,7.36
535,1,2024-04-23 06:00:00,14.17
536,1,2024-04-23 07:00:00,11.44
537,1,2024-04-23 08:00:00,11.51
538,1,2024-04-23 09:00:00,16.4
539,1,2024-04-23 10:00:00,14.65
540,1,2024-04-23 11:00:00,12.64
541,1,2024-04-23 12:00:00,13.04
542,1,2024-04-23 13:00:00,11.58
543,1,2024-04-23 14:00:00,19.07
544,1,2024-04-23 15:00:00,17.75
545,1,2024-04-23 16:00:00,13.94
546,1,2024-04-23 17:00:00,11.31
547,1,2024-04-23 18:00:00,13.19
548,1,2024-04-23 19:00:00,10.61
549,1,2024-04-23 20:00:00,12.11
550,1,2024-04-23 21:00:00,10.99
551,1,2024-04-23 22:00:00,9.04
552,1,2024-04-23 23:00:00,7.88
553,1,2024-04-24 00:00:00,9.87
554,1,2024-04-24 01:00:00,8.55
555,1,2024-04-24 02:00:00,4.93
556,1,2024-04-24 03:00:00,10.16
557,1,2024-04-24 04:00:00,14.55
558,1,2024-04-24 05:00:00,10.2
559,1,2024-04-24 06:00:00,12.66
560,1,2024-04-24 07:00:00,12.16
561,1,2024-04-24 08:00:00,14.5
562,1,2024-04-24 09:00:00,13.85
563,1,2024-04-24 10:00:00,20.83
564,1,2024-04-24 11:00:00,16.63
565,1,2024-04-24 12:00:00,15.71
566,1,2024-04-24 13:00:00,16.28
567,1,2024-04-24 14:00:00,15.41
568,1,2024-04-24 15:00:00,18.13
569,1,2024-04-24 16:00:00,12.16
570,1,2024-04-24 17:00:00,11.03
571,1,2024-04-24 18:00:00,13.38
572,1,2024-04-24 19:00:00,10.62
573,1,2024-04-24 20:00:00,8.73
574,1,2024-04-24 21:00:00,5.02
575,1,2024-04-24 22:00:00,8.89
576,1,2024-04-24 23:00:00,7.16
577,1,2024-04-25 00:00:00,11.04
578,1,2024-04-25 01:00:00,5.95
579,1,2024-04-25 02:00:00,9.92
580,1,2024-04-25 03:00:00,9.38
581,1,2024-04-25 04:00:00,8.63
582,1,2024-04-25 05:00:00,14.21
583,1,2024-04-25 06:00:00,15.57
584,1,2024-04-25 07:00:00,12.28
585,1,2024-04-25 08:00:00,13.38
586,1,2024-04-25 09:00:00,9.6
587,1,2024-04-25 10:00:00,17.44
588,1,2024-04-25 11:00:00,15.22
589,1,2024-04-25 12:00:00,18.51
590,1,2024-04-25 13:00:00,14.57
591,1,2024-04-25 14:00:00,16.58
592,1,2024-04-25 15:00:00,15.79
593,1,2024-04-25 16:00:00,15.17
594,1,2024-04-25 17:00:00,12.03
595,1,2024-04-25 18:00:00,10.58
596,1,2024-04-25 19:00:00,8.52
597,1,2024-04-25 20:00:00,10.82
598,1,2024-04-25 21:00:00,7.58
599,1,2024-04-25 22:00:00,10.24
600,1,2024-04-25 23:00:00,4.07
601,1,2024-04-26 00:00:00,11.78
602,1,2024-04-26 01:00:00,9.92
603,1,2024-04-26 02:00:00,9.19
604,1,2024-04-26 03:00:00,7.7
605,1,2024-04-26 04:00:00,8.36
606,1,2024-04-26 05:00:00,10.07
607,1,2024-04-26 06:00:00,13.69
608,1,2024-04-26 07:00:00,13.55
609,1,2024-04-26 08:00:00,14.9
610,1,2024-04-26 09:00:00,16.87
611,1,2024-04-26 10:00:00,16.77
612,1,2024-04-26 11:00:00,17.6
613,1,2024-04-26 12:00:00,15.6
614,1,2024-04-26 13:00:00,13.12
615,1,2024-04-26 14:00:00,18.6
616,1,2024-04-26 15:00:00,17.82
617,1,2024-04-26 16:00:00,9.82
618,1,2024-04-26 17:00:00,12.52
619,1,2024-04-26 18:00:00,17.7
620,1,2024-04-26 19:00:00,14.28
621,1,2024-04-26 20:00:00,12.86
622,1,2024-04-26 21:00:00,4.08
623,1,2024-04-26 22:00:00,8.13
624,1,2024-04-26 23:00:00,6.81
625,1,2024-04-27 00:00:00,8.28
626,1,2024-04-27 01:00:00,8.43
627,1,2024-04-27 02:00:00,11.5
628,1,2024-04-27 03:00:00,8.31
629,1,2024-04-27 04:00:00,9.81
630,1,2024-04-27 05:00:00,8.95
631,1,2024-04-27 06:00:00,8.54
632,1,2024-04-27 07:00:00,13.91
633,1,2024-04-27 08:00:00,16.51
634,1,2024-04-27 09:00:00,14.54
635,1,2024-04-27 10:00:00,18.58
636,1,2024-04-27 11:00:00,14.53
637,1,2024-04-27 12:00:00,16.94
638,1,2024-04-27 13:00:00,10.66
639,1,2024-04-27 14:00:00,16.04
640,1,2024-04-27 15:00:00,18.81
641,1,2024-04-27 16:00:00,12.15
642,1,2024-04-27 17:00:00,14.16
643,1,2024-04-27 18:00:00,13.0
644,1,2024-04-27 19:00:00,10.36
645,1,2024-04-27 20:00:00,10.8
646,1,2024-04-27 21:00:00,9.02
647,1,2024-04-27 22:00:00,7.18
648,1,2024-04-27 23:00:00,8.49
649,1,2024-04-28 00:00:00,7.7
650,1,2024-04-28 01:00:00,8.76
651,1,2024-04-28 02:00:00,3.51
652,1,2024-04-28 03:00:00,8.49
653,1,2024-04-28 04:00:00,12.81
654,1,2024-04-28 05:00:00,12.7
655,1,2024-04-28 06:00:00,14.94
656,1,2024-04-28 07:00:00,12.8
657,1,2024-04-28 08:00:00,16.31
658,1,2024-04-28 09:00:00,18.51
659,1,2024-04-28 10:00:00,14.03
660,1,2024-04-28 11:00:00,15.27
661,1,2024-04-28 12:00:00,22.78
662,1,2024-04-28 13:00:00,14.4
663,1,2024-04-28 14:00:00,10.62
664,1,2024-04-28 15:00:00,18.36
665,1,2024-04-28 16:00:00,14.24
